Transaktionsexport;;;;;;2026-09-05 14:43:46
2025-07-08;2025-07-09;S O LARSSON;GOTEBORG;SEK;0.0;99.0
2025-07-08;2025-07-09;STYLE BARBERSHOP;GOTEBORG;SEK;0.0;389.0
2025-07-08;2025-07-09;SYSTEMBOLAGET;GOETEBORG;SEK;0.0;426.0
2025-07-08;2025-07-09;WEBHALLEN.COM;SOLNA;SEK;0.0;12990.0
2025-07-07;2025-07-07;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;88.0
2025-07-07;2025-07-08;BGA.SE;GAVLE;SEK;0.0;409.8
2025-07-07;2025-07-08;IDROTTSREHAB;GA.TEBORG;SEK;0.0;200.0
2025-07-07;2025-07-08;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;233.0
2025-07-06;2025-07-07;AMAZON PRIME;WWW.AMAZON.SE;SEK;0.0;69.0
2025-07-06;2025-07-07;JOE  THE JUICE NG AB;GOETEBORG;SEK;0.0;91.0
2025-07-05;2025-07-07;FOODORA AB;STOCKHOLM;SEK;0.0;652.0
2025-07-05;2025-07-14;W*ROYALDESIGN.SE;NYBRO;SEK;0.0;4668.0
2025-07-05;2025-07-07;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;139.3
2025-07-05;2025-07-07;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;284.1
2025-07-04;2025-07-07;COLLAGE;GOTEBORG;SEK;0.0;310.0
2025-07-04;2025-07-07;HARMONI DUMPLINGS;GOTEBORG;SEK;0.0;85.0
2025-07-03;2025-07-03;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;67.0
2025-07-03;2025-07-04;HARMONI DUMPLINGS;GOTEBORG;SEK;0.0;85.0
2025-07-03;2025-07-04;VASTTRAFIKBLIPP;SKOVDE;SEK;0.0;74.0
2025-07-02;2025-07-03;7-ELEVEN KORSETTEN;GOETEBORG;SEK;0.0;52.0
2025-07-02;2025-07-03;AHLENS GOETEBORG KUNGS;GOETEBORG;SEK;0.0;59.0
2025-07-02;2025-07-03;APOTEK HJARTAT KUNGSGA;GOTEBORG;SEK;0.0;299.0
2025-07-02;2025-07-02;HOLY GREENS AB;MALMOE;SEK;0.0;172.0
2025-07-01;2025-07-02;BEETS;GOTEBORG;SEK;0.0;159.0
2025-07-01;2025-07-02;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;152.0
2025-07-01;2025-07-02;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;242.75
2025-06-30;2025-07-01;AHLENS GOETEBORG KUNGS;GOETEBORG;SEK;0.0;784.5
2025-06-30;2025-07-01;FOODORA AB;STOCKHOLM;SEK;0.0;353.0
2025-06-30;2025-07-01;KRONANS APOTEK AB;GOETEBORG;SEK;0.0;426.0
2025-06-30;2025-07-01;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;458.6
2025-06-29;2025-06-30;OCHE GOETEBORG AB;OECKEROE;SEK;0.0;88.0
2025-06-29;2025-06-30;VASTTRAFIKBLIPP;SKOVDE;SEK;0.0;37.0
2025-06-28;2025-06-30;7-ELEVEN KUNGSPORTSAVE;GOETEBORG;SEK;0.0;93.0
2025-06-28;2025-06-30;HELP.MAX.COM;STOCKHOLM;SEK;0.0;64.5
2025-06-28;2025-06-30;MUGWORT S BBQ SHACK;GOTEBORG;SEK;0.0;238.0
2025-06-28;2025-06-30;PAINTBALLFABRIKEN;BILLDAL;SEK;0.0;285.0
2025-06-28;2025-06-30;VASTTRAFIK TO GO;SKOVDE;SEK;0.0;37.0
2025-06-28;2025-06-30;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;403.07
2025-06-28;2025-06-30;ZAMENHOF;GOTEBORG;SEK;0.0;99.0
2025-06-27;2025-06-30;APOTEK HJARTAT KUNGSGA;GOTEBORG;SEK;0.0;105.0
2025-06-27;2025-06-27;JOE  THE JUICE NG AB;STOCKHOLM;SEK;0.0;139.0
2025-06-27;2025-06-30;MM SPORTS AB;GOTEBORG;SEK;0.0;79.0
2025-06-27;2025-06-30;NINTENDO CC1424311687;FRANKFURT AM;SEK;0.0;280.0
2025-06-26;2025-06-27;ARTILLERIET KITCHEN;GOETEBORG;SEK;0.0;310.0
2025-06-26;;BETALT BG DATUM 250626;;SEK;0.0;-51597.17
2025-06-26;2025-06-27;BOLT.EU/O/2506261652;TALLINN;SEK;0.0;67.0
2025-06-26;2025-06-27;BOLT.EU/O/2506262040;TALLINN;SEK;0.0;93.0
2025-06-26;2025-06-26;HOLY GREENS AB;MALMOE;SEK;0.0;149.0
2025-06-25;2025-06-26;AL BANCO PASTA;GOTEBORG;SEK;0.0;457.0
2025-06-25;2025-06-26;ALDARDO;GOTEBORG;SEK;0.0;145.0
2025-06-25;2025-06-26;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;68.7
2025-06-24;2025-06-24;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;49.0
2025-06-24;2025-06-25;AMAZONMKTPLC*668KT9DS5;WWW.AMAZON.SE;SEK;0.0;179.0
2025-06-24;2025-06-25;APOTEK HJARTAT KUNGSGA;GOTEBORG;SEK;0.0;55.0
2025-06-24;2025-06-24;SATS KOMPASSEN;GOETEBORG;SEK;0.0;28.0
2025-06-23;2025-06-23;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;49.0
2025-06-23;2025-06-24;7-ELEVEN KORSETTEN;GOETEBORG;SEK;0.0;64.0
2025-06-23;2025-06-23;BOLT.EU/O/2506222147;TALLINN;SEK;0.0;62.0
2025-06-23;2025-06-23;STYR  STAELL;GOTHENBURG;SEK;0.0;290.0
2025-06-23;2025-06-24;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;377.39
2025-06-22;2025-06-23;FOODORA AB;STOCKHOLM;SEK;0.0;243.0
2025-06-22;2025-06-23;FOODORA AB;STOCKHOLM;SEK;0.0;247.0
2025-06-22;2025-06-23;NEXTBIKESE;GOTHENBURG;SEK;0.0;10.0
2025-06-22;2025-06-23;SNUSBOLAGET.SE;HANINGE;SEK;0.0;2277.7
2025-06-22;2025-06-23;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;474.71
2025-06-21;2025-06-23;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;85.8
2025-06-21;2025-06-23;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;113.6
2025-06-20;2025-06-23;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;147.0
2025-06-19;2025-06-23;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;93.0
2025-06-19;2025-06-19;JOE  THE JUICE NG AB;GOETEBORG;SEK;0.0;182.0
2025-06-19;2025-06-23;VALLGATAN 12 FA;GOTEBORG;SEK;0.0;320.0
2025-06-19;2025-06-23;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;85.8
2025-06-19;2025-06-23;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;359.89
2025-06-18;2025-06-19;GUMMAN ELVIRA;GOTEBORG;SEK;0.0;380.1
2025-06-18;2025-06-18;JOS HALSOCAFE AB;GOETEBORG;SEK;0.0;145.0
2025-06-18;2025-06-18;SPOTIFY P37C91DB39;STOCKHOLM;SEK;0.0;119.0
2025-06-18;2025-06-19;SYSTEMBOLAGET;GOETEBORG;SEK;0.0;835.2
2025-06-17;2025-06-17;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;132.0
2025-06-17;2025-06-17;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;52.0
2025-06-17;2025-06-18;HOLY GREENS AB;MALMOE;SEK;0.0;288.0
2025-06-17;2025-06-17;STYR  STAELL;GOTHENBURG;SEK;0.0;289.0
2025-06-16;2025-06-17;APOTEK HJARTAT KUNGSGA;GOTEBORG;SEK;0.0;90.9
2025-06-16;2025-06-16;HOLY GREENS AB;MALMOE;SEK;0.0;139.0
2025-06-16;2025-06-17;IDROTTSREHAB;GA.TEBORG;SEK;0.0;200.0
2025-06-16;2025-06-17;JINX DYNASTY;GOTEBORG;SEK;0.0;130.0
2025-06-16;2025-06-16;NETFLIX.COM;020790637;SEK;0.0;199.0
2025-06-16;2025-06-17;NEXTBIKESE;GOTHENBURG;SEK;0.0;1.0
2025-06-16;2025-06-17;NEXTBIKESE;GOTHENBURG;SEK;0.0;10.0
2025-06-16;2025-06-17;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;280.87
2025-06-15;2025-06-16;TV4 PLAY;STOCKHOLM;SEK;0.0;299.0
2025-06-15;2025-06-16;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;80.8
2025-06-15;2025-06-16;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;269.1
2025-06-14;2025-06-16;FOODORA AB;STOCKHOLM;SEK;0.0;329.0
2025-06-14;2025-06-16;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;151.83
2025-06-14;2025-06-16;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;175.2
2025-06-14;2025-06-16;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;242.61
2025-06-13;2025-06-13;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;62.0
2025-06-13;2025-06-16;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;101.0
2025-06-13;2025-06-16;BOLT.EU/O/2506131839;TALLINN;SEK;0.0;80.0
2025-06-13;2025-06-13;HOLY GREENS AB;MALMOE;SEK;0.0;184.0
2025-06-13;2025-06-13;KLARNA BONNIER-LOCAL;STOCKHOLM;SEK;0.0;149.0
2025-06-13;2025-06-16;ULLEVI KONFEREN;GOTEBORG;SEK;0.0;189.0
2025-06-12;2025-06-13;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;49.0
2025-06-12;2025-06-13;7-ELEVEN 4215200;GOETEBORG;SEK;0.0;97.0
2025-06-12;2025-06-12;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;34.0
2025-06-12;2025-06-13;BOLT.EU/O/2506122039;TALLINN;SEK;0.0;97.0
2025-06-11;2025-06-11;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;34.0
2025-06-11;2025-06-12;FOODORA AB;STOCKHOLM;SEK;0.0;250.4
2025-06-11;2025-06-12;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;567.38
2025-06-11;2025-06-12;ZETTLE_*POKE CORNER;GOTEBORG;SEK;0.0;146.0
2025-06-10;2025-06-10;BOLT.EU/O/2506092144;TALLINN;SEK;0.0;76.0
2025-06-10;2025-06-10;KITCHENS.SE;STOCKHOLM;SEK;0.0;3674.0
2025-06-10;2025-06-12;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;123.7
2025-06-10;2025-06-12;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;206.46
2025-06-09;2025-06-10;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;52.0
2025-06-09;2025-06-10;KAJUTAN SALUHALLEN;GOTEBORG;SEK;0.0;555.0
2025-06-09;2025-06-10;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;69.8
2025-06-09;2025-06-10;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;282.0
2025-06-08;2025-06-09;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;77.0
2025-06-08;2025-06-09;BLIGHTY FOOD CONNECTIO;VALLDA;SEK;0.0;432.0
2025-06-08;2025-06-09;FOODORA AB;STOCKHOLM;SEK;0.0;315.0
2025-06-08;2025-06-09;NK KOK & DESIGN GBG;GA.TEBORG;SEK;0.0;1600.0
2025-06-08;2025-06-09;SYSTRAR OVAS AB;GOTEBORG;SEK;0.0;250.0
2025-06-08;2025-06-09;VASTTRAFIK TO GO;SKOVDE;SEK;0.0;74.0
2025-06-08;2025-06-09;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;428.4
2025-06-07;2025-06-09;IKEA SVENSKA FORSALJNI;ODAKRA-VALA;SEK;0.0;2694.0
2025-06-07;2025-06-09;KLARNA*APOTEA;INTERNET;SEK;0.0;321.0
2025-06-06;2025-06-09;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;149.0
2025-06-06;2025-06-09;AMAZON PRIME;WWW.AMAZON.SE;SEK;0.0;69.0
2025-06-05;2025-06-05;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;82.0
2025-06-05;2025-06-09;7-ELEVEN 4215200;GOETEBORG;SEK;0.0;49.0
2025-06-05;2025-06-09;NINTENDO CC1410760108;FRANKFURT AM;SEK;0.0;72.0
2025-06-05;2025-06-09;PASTOR - STORA SALUHAL;GOTEBORG;SEK;0.0;135.0
2025-06-05;2025-06-09;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;42.9
2025-06-05;2025-06-09;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;420.79
2025-06-04;2025-06-05;HASSELBACKEN;GOTEBORG;SEK;0.0;28.48
2025-06-04;2025-06-05;PHO KIM;GOTEBORG;SEK;0.0;116.1
2025-06-04;2025-06-05;S O LARSSON;GOTEBORG;SEK;0.0;99.0
2025-06-04;2025-06-09;UBR* PENDING.UBER.COM;AMSTERDAM;SEK;0.0;159.0
2025-06-03;2025-06-03;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;52.0
2025-06-03;2025-06-03;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;83.0
2025-06-03;2025-06-04;ARKET SE0702;GOETEBORG;SEK;0.0;149.0
2025-06-02;2025-06-02;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;34.0
2025-06-02;2025-06-03;FOODORA AB;STOCKHOLM;SEK;0.0;437.0
2025-06-02;2025-06-03;HOLY GREENS AB;MALMOE;SEK;0.0;139.0
2025-06-02;2025-06-03;S O LARSSON;GOTEBORG;SEK;0.0;99.0
2025-06-02;2025-06-03;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;30.8
2025-06-01;2025-06-02;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;52.0
2025-06-01;2025-06-02;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;61.0
2025-06-01;2025-06-02;UBR* PENDING.UBER.COM;AMSTERDAM;SEK;0.0;120.0
2025-06-01;2025-06-02;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;259.2
2025-06-01;2025-06-02;ZETTLE_*VILLA ODINSLUN;GOTEBORG;SEK;0.0;105.0
2025-05-31;2025-06-02;BEETS SALADS BAR;GOTEBORG;SEK;0.0;318.0
2025-05-31;2025-06-02;BOLT.EU/O/2505311117;TALLINN;SEK;0.0;92.0
2025-05-31;2025-06-02;ZETTLE_*VILLA ODINSLUN;GOTEBORG;SEK;0.0;80.0
2025-05-31;2025-06-02;ZETTLE_*VILLA ODINSLUN;GOTEBORG;SEK;0.0;140.0
2025-05-31;2025-06-02;ZETTLE_*VILLA ODINSLUN;GOTEBORG;SEK;0.0;900.0
2025-05-30;2025-05-30;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;83.0
2025-05-30;2025-05-30;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;52.0
2025-05-30;2025-06-02;AKADEMIBOKHANDE;GÖTEBORG;SEK;0.0;118.0
2025-05-30;2025-06-02;APOTEKET KUNGSGATAN;GOETEBORG;SEK;0.0;19.9
2025-05-30;2025-06-02;BEETS SALADS BAR;GOTEBORG;SEK;0.0;180.0
2025-05-30;2025-06-02;BOLT.EU/O/2505301546;TALLINN;SEK;0.0;74.0
2025-05-30;2025-06-02;MR SHOU KUNGSTORGET;GOTEBORG;SEK;0.0;135.0
2025-05-30;2025-06-02;NK LINGERIE GBG;GA.TEBORG;SEK;0.0;2651.0
2025-05-30;2025-06-02;VALLGATAN 12 FA;GOTEBORG;SEK;0.0;5499.0
2025-05-30;2025-06-02;WIDING O STOLLMAN;GOTEBORG;SEK;0.0;899.0
2025-05-29;2025-05-30;7-ELEVEN 4215200;GOETEBORG;SEK;0.0;68.0
2025-05-29;2025-05-30;BOLT.EU/O/2505282333;TALLINN;SEK;0.0;58.0
2025-05-29;2025-05-30;KARMA;STOCKHOLM;SEK;0.0;189.0
2025-05-29;2025-05-30;KARMA;STOCKHOLM;SEK;0.0;255.0
2025-05-29;2025-05-30;KICKS 814 KUNGSG, GO;GOTEBORG;SEK;0.0;491.25
2025-05-29;2025-05-30;STORKÖKET I GÖT;GOTEBORG;SEK;0.0;79.0
2025-05-29;2025-05-30;STORKÖKET I GÖT;GOTEBORG;SEK;0.0;98.0
2025-05-28;2025-05-28;7-ELEVEN 4215200;GOETEBORG;SEK;0.0;49.0
2025-05-28;2025-05-28;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;86.0
2025-05-28;2025-05-30;BOLT.EU/O/2505281729;TALLINN;SEK;0.0;68.0
2025-05-28;2025-05-30;HELP.MAX.COM;STOCKHOLM;SEK;0.0;64.5
2025-05-28;2025-05-30;REMANNS HOGTIDSKLADE;GOTEBORG;SEK;0.0;950.0
2025-05-28;2025-05-30;STYLE BARBERSHOP;GOTEBORG;SEK;0.0;659.0
2025-05-28;2025-05-30;SYSTEMBOLAGET;GOETEBORG;SEK;0.0;258.0
2025-05-27;2025-05-28;HOLY GREENS AB;MALMOE;SEK;0.0;139.0
2025-05-27;2025-05-28;TWILFIT AB;GOTEBORG;SEK;0.0;299.95
2025-05-26;2025-05-26;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;34.0
2025-05-26;;BETALT BG DATUM 250526;;SEK;0.0;-63268.29
2025-05-26;2025-05-27;GOTEBORGSVARVET;GOTEBORG;SEK;0.0;1398.0
2025-05-26;2025-05-27;HARMONI DUMPLINGS;GOTEBORG;SEK;0.0;85.0
2025-05-26;2025-05-27;JINX DYNASTY;GOTEBORG;SEK;0.0;130.0
2025-05-26;2025-05-27;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;260.5
2025-05-25;2025-05-26;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;52.0
2025-05-25;2025-05-26;AHLENS GOETEBORG KUNGS;GOETEBORG;SEK;0.0;390.0
2025-05-25;2025-05-26;BRASSERIE ISABELLE;GOTEBORG;SEK;0.0;897.75
2025-05-25;2025-05-26;UNLMTED W/DR JOE DISPE;RAINIER;USD;31.25;309.59
2025-05-25;2025-05-26;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;177.9
2025-05-25;2025-05-26;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;378.85
2025-05-24;2025-05-26;BELLE CELINE AB;GOTEBORG;SEK;0.0;4598.0
2025-05-24;2025-05-26;BOLT.EU/O/2505232315;TALLINN;SEK;0.0;96.0
2025-05-24;2025-05-26;GOTEBORG CITY MAT &;GOTEBORG;SEK;0.0;150.0
2025-05-24;2025-05-26;HOLY GREENS AB;MALMOE;SEK;0.0;172.0
2025-05-24;2025-05-26;KARAOKE-VERSION;LILLE;EUR;1.99;22.16
2025-05-24;2025-05-26;NONNA;GOTEBORG;SEK;0.0;1366.05
2025-05-24;2025-05-27;W*MMSPORTS.SE;ASKIM;SEK;0.0;956.0
2025-05-23;2025-05-23;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;34.0
2025-05-23;2025-05-23;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;52.0
2025-05-23;2025-05-26;BOLT.EU/O/2505231921;TALLINN;SEK;0.0;60.0
2025-05-23;2025-05-26;LOOMISP*SUNSET FALAFEL;GOTEBORG;SEK;0.0;75.0
2025-05-23;2025-05-26;MM SPORTS AB;GOTEBORG;SEK;0.0;239.0
2025-05-23;2025-05-26;S O LARSSON;GOTEBORG;SEK;0.0;99.0
2025-05-22;2025-05-22;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;34.0
2025-05-22;2025-05-23;7-ELEVEN 4215200;GOETEBORG;SEK;0.0;61.0
2025-05-22;2025-05-23;BUN GBG;GOTEBORG;SEK;0.0;119.0
2025-05-22;2025-05-23;FOODORA AB;STOCKHOLM;SEK;0.0;141.0
2025-05-22;2025-05-23;GOTEBORG CITY MAT &;GOTEBORG;SEK;0.0;91.0
2025-05-22;2025-05-23;GOTEBORG CITY MAT &;GOTEBORG;SEK;0.0;310.0
2025-05-22;2025-05-23;VASTTRAFIK TO GO;SKOVDE;SEK;0.0;7.0
2025-05-21;2025-05-21;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;55.0
2025-05-21;2025-05-22;JINX DYNASTY;GOTEBORG;SEK;0.0;130.0
2025-05-21;2025-05-22;PASTOR - STORA SALUHAL;GOTEBORG;SEK;0.0;125.0
2025-05-21;2025-05-22;STATION LINNE 1;GOTEBORG;SEK;0.0;105.0
2025-05-21;2025-05-22;STATION LINNE 1;GOTEBORG;SEK;0.0;295.0
2025-05-21;2025-05-22;VASTTRAFIK TO GO;SKOVDE;SEK;0.0;37.0
2025-05-20;2025-05-20;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;34.0
2025-05-20;2025-05-21;CLARION HOTEL POST;GOETEBORG;SEK;0.0;290.0
2025-05-20;2025-05-21;HOLY GREENS AB;MALMOE;SEK;0.0;139.0
2025-05-20;2025-05-21;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;316.99
2025-05-19;2025-05-19;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;34.0
2025-05-19;2025-05-20;DELI OCH COFFEE;GOTEBORG;SEK;0.0;145.0
2025-05-18;2025-05-19;BOLT.EU/O/2505172303;TALLINN;SEK;0.0;152.0
2025-05-18;2025-05-19;SPOTIFY P36E5D2F1D;STOCKHOLM;SEK;0.0;119.0
2025-05-18;2025-05-19;TIPTAPP.CO* TIPTAPP.CO;GOTEBORG;SEK;0.0;789.0
2025-05-18;2025-05-19;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;185.93
2025-05-17;2025-05-19;7-ELEVEN 4215200;GOETEBORG;SEK;0.0;28.0
2025-05-17;2025-05-19;7-ELEVEN KORSETTEN;GOETEBORG;SEK;0.0;74.0
2025-05-17;2025-05-19;APPLE.COM/BILL;ITUNES.COM;SEK;0.0;40.0
2025-05-17;2025-05-19;DA MATTEO - MAGASINSGA;GOETEBORG;SEK;0.0;209.0
2025-05-17;2025-05-19;INDISKA HORNET;GOTEBORG;SEK;0.0;750.0
2025-05-17;2025-05-19;JOEANDTHEJUICE;GATEBORG;SEK;0.0;199.0
2025-05-17;2025-05-19;NK BEAUTY GBG;GA.TEBORG;SEK;0.0;460.0
2025-05-17;2025-05-19;VALLGATAN 12 FA;GOTEBORG;SEK;0.0;750.0
2025-05-17;2025-05-19;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;61.58
2025-05-17;2025-05-19;ZETTLE_*SNEAKY STEVE;GOTEBORG;SEK;0.0;1189.3
2025-05-16;2025-05-16;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;34.0
2025-05-16;2025-05-19;BARABICU;GOTEBORG;SEK;0.0;1683.0
2025-05-16;2025-05-19;BIOPALATSET GOT;GOTEBORG;SEK;0.0;46.0
2025-05-16;2025-05-19;FESKEKOERKAN;GOTEBORG;SEK;0.0;85.0
2025-05-16;2025-05-19;FESKEKOERKAN;GOTEBORG;SEK;0.0;105.0
2025-05-16;2025-05-19;FESKEKOERKAN;GOTEBORG;SEK;0.0;210.0
2025-05-16;2025-05-19;FILMSTADEN AB;STOCKHOLM;SEK;0.0;537.0
2025-05-16;2025-05-19;KAJUTAN SALUHALLEN;GOTEBORG;SEK;0.0;72.0
2025-05-16;2025-05-16;NETFLIX.COM;AMSTERDAM;SEK;0.0;199.0
2025-05-16;2025-05-19;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;78.48
2025-05-15;2025-05-15;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;34.0
2025-05-15;2025-05-16;ALDARDO;GOTEBORG;SEK;0.0;290.0
2025-05-15;2025-05-16;TV4 PLAY;STOCKHOLM;SEK;0.0;299.0
2025-05-15;2025-05-16;UBR* PENDING.UBER.COM;AMSTERDAM;SEK;0.0;105.0
2025-05-15;2025-05-16;VASTTRAFIK TO GO;SKOVDE;SEK;0.0;37.0
2025-05-15;2025-05-16;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;66.71
2025-05-14;2025-05-14;7-ELEVEN KUNGSPORTSAVE;GOETEBORG;SEK;0.0;34.0
2025-05-14;2025-05-15;BEETS;GOTEBORG;SEK;0.0;149.0
2025-05-14;2025-05-15;POTTAN - GÖTEBO;GOTEBORG;SEK;0.0;10.0
2025-05-14;2025-05-15;PRESSBYRAN 4250150;STOCKHOLM;SEK;0.0;95.3
2025-05-13;2025-05-14;HOLY GREENS AB;MALMOE;SEK;0.0;139.0
2025-05-13;2025-05-13;KLARNA BONNIER-LOCAL;STOCKHOLM;SEK;0.0;25.0
2025-05-13;2025-05-14;PRESSBYRAN GBG CSTN;GOETEBORG;SEK;0.0;91.93
2025-05-12;2025-05-12;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;61.0
2025-05-12;2025-05-13;7-ELEVEN KORSETTEN;GOETEBORG;SEK;0.0;100.0
2025-05-12;2025-05-13;APOTEK HJARTAT KUNGSGA;GOTEBORG;SEK;0.0;137.5
2025-05-12;2025-05-13;EDO SUSHI I GOTEBORG A;GOTEBORG;SEK;0.0;99.0
2025-05-12;2025-05-13;S O LARSSON;GOTEBORG;SEK;0.0;99.0
2025-05-11;2025-05-12;BOLT.EU/O/2505102308;TALLINN;SEK;0.0;140.0
2025-05-11;2025-05-12;STIGBERGET RESTAURANGE;GOETEBORG;SEK;0.0;234.0
2025-05-11;2025-05-12;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;305.1
2025-05-10;2025-05-12;BAR CENTRO;GOTEBORG;SEK;0.0;180.0
2025-05-10;2025-05-12;BOLT.EU/O/2505101640;TALLINN;SEK;0.0;67.0
2025-05-10;2025-05-12;STIGBERGET RESTAURANGE;GOETEBORG;SEK;0.0;177.0
2025-05-10;2025-05-12;STIGBERGET RESTAURANGE;GOETEBORG;SEK;0.0;178.5
2025-05-10;2025-05-12;STIGBERGET RESTAURANGE;GOETEBORG;SEK;0.0;1618.05
2025-05-10;2025-05-12;STORKÖKET I GÖT;GOTEBORG;SEK;0.0;208.0
2025-05-10;2025-05-12;STORKÖKET I GÖT;GOTEBORG;SEK;0.0;365.0
2025-05-10;2025-05-12;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;8.9
2025-05-10;2025-05-12;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;88.67
2025-05-10;2025-05-12;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;101.67
2025-05-09;2025-05-09;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;34.0
2025-05-09;2025-05-12;7-ELEVEN 4215200;GOETEBORG;SEK;0.0;66.0
2025-05-09;2025-05-12;S O LARSSON;GOTEBORG;SEK;0.0;99.0
2025-05-08;2025-05-08;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;34.0
2025-05-08;2025-05-09;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;63.0
2025-05-08;2025-05-09;ALDARDO;GOTEBORG;SEK;0.0;145.0
2025-05-08;2025-05-09;FAMILJEN ORRMYR KUNGSP;GOTEBORG;SEK;0.0;330.0
2025-05-08;2025-05-09;FOODORA AB;STOCKHOLM;SEK;0.0;126.0
2025-05-07;2025-05-08;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;98.0
2025-05-07;2025-05-09;BAMBA;GOTEBORG;SEK;0.0;330.0
2025-05-07;2025-05-12;BSH HOME APPLIANCES AB;SUNDBYBERG;SEK;0.0;3807.0
2025-05-07;2025-05-09;O/O BAR;GOTEBORG;SEK;0.0;95.0
